,district,incumbent,party,dem_12,rep_12,tot_12,dem_pct_12,rep_pct_12,dem_08,rep_08,tot_08,dem_pct_08,rep_pct_08,2p_tot_12,dem_2p_12,rep_2p_12,2p_tot_08,dem_2p_08,rep_2p_08,lean_08,lean_12
132,IA-02,"Loebsack, David",(D),219946,168534,394310,55.8,42.7,219565,159959,384369,57.1,41.6,388480,56.617071663920925,43.38292833607908,379524,57.85273131606961,42.14726868393039,4.163883803926026,4.653209411911163
133,IA-03,"Young, David",(R),203622,186645,395798,51.4,47.2,197112,173967,375933,52.4,46.3,390267,52.175049389264274,47.824950610735726,371079,53.118608166994086,46.88139183300591,-0.5702393451494956,0.21118713725451244
134,IA-04,"King, Steve",(R),173391,204685,383129,45.3,53.4,184953,191473,381114,48.5,50.2,378076,45.86141410721653,54.13858589278347,376426,49.13395992837902,50.86604007162098,-4.554887583764561,-6.102448144793229
135,ID-01,"Labrador, Raul",(R),105645,213080,328258,32.2,64.9,115925,206273,329856,35.1,62.5,318725,33.14612910816535,66.85387089183466,322198,35.97942879844071,64.02057120155928,-17.709418713702874,-18.817733143844414
136,ID-02,"Simpson, Mike",(R),107142,207831,324016,33.1,64.1,120515,196739,325176,37.1,60.5,314973,34.01624901182006,65.98375098817993,317254,37.986912694560196,62.013087305439804,-15.701934817583385,-17.947613240189703
137,IL-01,"Rush, Bobby",(D),262668,67367,332726,78.9,20.2,288077,66262,356028,80.9,18.6,330035,79.58792249306892,20.412077506931084,354339,81.29982869511964,18.700171304880357,27.61098118297606,27.624060241059155
138,IL-02,"Kelly, Robin",(D),251147,57674,311173,80.7,18.5,269943,60734,332652,81.1,18.3,308821,81.32445656221566,18.67554343778435,330677,81.63343685832399,18.366563141676014,27.944589346180408,29.360594310205897
139,IL-03,"Lipinski, Dan",(D),143676,109396,256893,55.9,42.6,159475,110701,273174,58.4,40.5,253072,56.77277612695202,43.22722387304799,270176,59.02633838682932,40.97366161317068,5.3374908746857415,4.808913874942256
140,IL-04,"Gutierrez, Luis",(D),137065,28899,169434,80.9,17.1,144949,32767,180051,80.5,18.2,165964,82.5871875828493,17.412812417150707,177716,81.56215534898377,18.437844651016228,27.873307836840183,30.623325330839535
141,IL-05,"Quigley, Mike",(D),188324,90747,285239,66.0,31.8,214869,88466,307613,69.9,28.8,279071,67.48246861909693,32.51753138090307,303335,70.83554485964363,29.16445514035637,17.14669734750005,15.518606367087173
142,IL-06,"Roskam, Peter",(R),151937,179606,336936,45.1,53.3,179195,165272,349055,51.3,47.3,331543,45.82723809581261,54.1727619041874,344467,52.02094830564321,47.97905169435679,-1.6678992065003726,-6.136624156197151
143,IL-07,"Davis, Danny",(D),264185,35713,302887,87.2,11.8,284117,31528,317655,89.4,9.9,299898,88.09161781672435,11.908382183275647,315645,90.01156362369117,9.988436376308828,36.32271611154759,36.12775556471459
144,IL-08,"Krishnamoorthi, Raja",(D),133206,95031,232123,57.4,40.9,150851,91057,245234,61.5,37.1,228237,58.36301738981848,41.63698261018152,241908,62.358830629826215,37.641169370173785,8.669983117682634,6.3991551378087195
145,IL-09,"Schakowsky, Jan",(D),200656,102689,308492,65.0,33.3,222256,98111,324117,68.6,30.3,303345,66.14778552473256,33.85221447526743,320367,69.3754350479294,30.624564952070592,15.686587535785819,14.183923272722794
146,IL-10,"Schneider, Brad",(D),157397,112555,273616,57.5,41.1,180786,103178,287009,63.0,35.9,269952,58.305550616405874,41.69444938359412,283964,63.665112479046634,36.334887520953366,9.976264966903052,6.341688364396113
147,IL-11,"Foster, Bill",(D),152265,107028,263345,57.8,40.6,168654,102909,273024,61.8,37.7,259293,58.72314331663407,41.27685668336592,271563,62.10492592879,37.89507407121,8.416078416646421,6.759281064624311
148,IL-12,"Bost, Mike",(R),154346,149339,310294,49.7,48.1,179180,142724,327336,54.7,43.6,303685,50.824373940102404,49.175626059897596,321904,55.66255778120185,44.33744221879815,1.973710269058266,-1.1394883119073569
149,IL-13,"Davis, Rodney",(R),146442,147377,301088,48.6,48.9,175215,139650,320653,54.6,43.6,293819,49.84088843812007,50.15911156187993,314865,55.64765852031823,44.35234147968177,1.9588110081746493,-2.1229738138896934
150,IL-14,"Hultgren, Randy",(R),139858,171582,316591,44.2,54.2,163089,155194,326086,50.0,47.6,311440,44.90688415104033,55.09311584895967,318283,51.24024845813317,48.759751541866834,-2.4485990540104083,-7.056978100969431
151,IL-15,"Shimkus, John",(R),105065,197243,308463,34.1,63.9,139536,180694,325930,42.8,55.4,302308,34.75429032642206,65.24570967357795,320230,43.573681416481904,56.426318583518096,-10.115166095661678,-17.209571925587703
152,IL-16,"Kinzinger, Adam",(R),137165,160606,303685,45.2,52.9,161286,155210,322096,50.1,48.2,297771,46.063921604185765,53.936078395814235,316496,50.95988574895102,49.04011425104899,-2.728961763192565,-5.899940647823996
153,IL-17,"Bustos, Cheri",(D),169702,119753,294701,57.6,40.6,185705,119094,309647,60.0,38.5,289455,58.62811145083001,41.371888549169995,304799,60.92703716219542,39.07296283780459,7.238189650051837,6.664249198820251
154,IL-18,"LaHood, Darin",(R),125036,202785,334302,37.4,60.7,152164,187626,345204,44.1,54.4,327821,38.14154675874944,61.85845324125056,339790,44.78177697989935,55.21822302010065,-8.907070532244234,-13.82231549326032
155,IN-01,"Visclosky, Pete",(D),182021,111217,297470,61.2,37.4,194518,109940,307118,63.3,35.8,293238,62.07278729223361,37.92721270776639,304458,63.889928988563284,36.110071011436716,10.201081476419702,10.108925040223852
156,IN-02,"Walorski, Jackie",(R),116324,154841,276012,42.1,56.1,145652,144955,293830,49.6,49.3,271165,42.89786661257906,57.10213338742094,290607,50.119921405884924,49.880078594115076,-3.568926106258658,-9.065995639430703
157,IN-03,"Banks, Jim",(R),102534,179628,287231,35.7,62.5,126595,164895,294424,43.0,56.0,282162,36.33869904522934,63.66130095477066,291490,43.430306356993384,56.56969364300662,-10.258541155150198,-15.625163206780421
158,IN-04,"Rokita, Todd",(R),103103,170245,279662,36.9,60.9,134036,162956,300714,44.6,54.2,273348,37.718585831979745,62.281414168020255,296992,45.13118198469993,54.86881801530008,-8.557665527443653,-14.245276420030017
159,IN-05,"Brooks, Susan",(R),139300,196744,342165,40.7,57.5,159614,180400,342865,46.6,52.6,336044,41.452904976729236,58.54709502327077,340014,46.94336115571712,53.05663884428288,-6.745486356426461,-10.510957275280525
160,IN-06,"Messer, Luke",(R),106371,172456,285361,37.3,60.4,133163,167842,305271,43.6,55.0,278827,38.14946185269002,61.85053814730998,301005,44.23946446072324,55.76053553927676,-9.449383051420341,-13.814400399319744
161,IN-07,"Carson, Andre",(D),164902,92674,262188,62.9,35.3,185588,91870,279737,66.3,32.8,257576,64.0207162157965,35.979283784203496,277458,66.88868225100735,33.11131774899264,13.199834738863771,12.056853963786736
162,IN-08,"Bucshon, Larry",(R),116465,171648,294054,39.6,58.4,149097,156720,309712,48.1,50.6,288113,40.423375550565225,59.57662444943477,305817,48.75366640834224,51.24633359165776,-4.935181103801341,-11.540486701444536
163,IN-09,"Hollingsworth, Trey",(R),123436,173433,303390,40.7,57.2,145776,166069,315274,46.2,52.7,296869,41.57928244444519,58.4207175555548,311845,46.746300245314174,53.253699754685826,-6.942547266829408,-10.38457980756457
164,KS-01,"Marshall, Roger",(R),72699,184288,263027,27.6,70.1,87634,189890,282699,31.0,67.2,256987,28.28897959818979,71.71102040181022,277524,31.577088828353585,68.42291117164642,-22.111758683789997,-23.67488265381997
165,KS-02,"Jenkins, Lynn",(R),124370,163082,294487,42.2,55.4,145750,170059,322079,45.3,52.8,287452,43.26635403476058,56.73364596523941,315809,46.151312977147576,53.84868702285242,-7.537534534996006,-8.69750821724918
166,KS-03,"Yoder, Kevin",(R),146406,177886,330486,44.3,53.8,168907,172831,346297,48.8,49.9,324292,45.14634958617542,54.853650413824575,341738,49.425875963457386,50.574124036542614,-4.262971548686195,-6.817512665834343
167,KS-04,"Estes, Ron",(R),96433,164553,267116,36.1,61.6,112474,166876,284727,39.5,58.6,260986,36.94949154360771,63.05050845639229,279350,40.26275281904421,59.73724718095579,-13.426094693099373,-15.014370708402055
168,KY-01,"Comer, James",(R),95273,197074,296791,32.1,66.4,111030,185529,301253,36.9,61.6,292347,32.58901237228362,67.41098762771638,296559,37.43943026514117,62.56056973485883,-16.249417247002413,-19.374849879726142
169,KY-02,"Guthrie, Brett",(R),103432,186207,294280,35.1,63.3,111139,183813,299109,37.2,61.5,289639,35.71066051187858,64.28933948812143,294952,37.68036833111829,62.31963166888171,-16.008479181025294,-16.253201740131182
170,KY-03,"Yarmuth, John",(D),183015,140539,328389,55.7,42.8,193236,147121,343778,56.2,42.8,323554,56.563973865258966,43.436026134741034,340357,56.77450441742054,43.22549558257947,3.085656905276956,4.600111613249204
171,KY-04,"Massie, Thomas",(R),108328,197131,311035,34.8,63.4,115487,191855,312017,37.0,61.5,305459,35.46400662609385,64.53599337390615,307342,37.57605533900345,62.42394466099655,-16.11279217314013,-16.499855625915913
172,KY-05,"Rogers, Hal",(R),60785,196167,261483,23.2,75.0,82637,174307,261555,31.6,66.6,256952,23.656169245617857,76.34383075438214,256944,32.16148265769973,67.83851734230026,-21.527364854443853,-28.307693006391904
173,KY-06,"Barr, Andy",(R),128537,170076,304861,42.2,55.8,138456,165837,308776,44.8,53.7,298613,43.04467655460412,56.95532344539588,304293,45.50088237323895,54.49911762676105,-8.18796513890463,-8.919185697405638
174,LA-01,"Scalise, Steve",(R),89418,235877,332923,26.9,70.9,81515,233789,321682,25.3,72.7,325295,27.48827986904195,72.51172013095805,315304,25.852827747190016,74.14717225281,-27.836019764953566,-24.47558238296781
175,LA-02,"Richmond, Cedric",(D),248982,74893,328306,75.8,22.8,235554,81703,321114,73.4,25.4,323875,76.87595522964106,23.124044770358935,317257,74.24706153055725,25.752938469442753,20.558214018413665,24.912092977631303
176,LA-03,"Higgins, Clay",(R),107611,220490,333573,32.3,66.1,111831,210951,328353,34.1,64.2,328101,32.79813228243742,67.20186771756258,322782,34.64598397680168,65.35401602319833,-19.0428635353419,-19.16572996957234
177,LA-04,"Johnson, Mike",(R),128612,191416,324250,39.7,59.0,126899,187020,317749,39.9,58.9,320028,40.187733573312336,59.812266426687664,313919,40.42412214615872,59.57587785384128,-13.264725365984859,-11.776128678697425
178,LA-05,"Abraham, Ralph",(R),124102,201058,329531,37.7,61.0,124119,209705,338332,36.7,62.0,325160,38.166441136671175,61.83355886332882,333824,37.18096961273007,62.81903038726993,-16.507877899413515,-13.797421115338587
179,LA-06,"Graves, Garret",(R),110416,228528,345482,32.0,66.1,103071,225094,333531,30.9,67.5,338944,32.57647280966767,67.42352719033232,328165,31.408285466152698,68.59171453384731,-22.280562045990884,-19.38738944234209
180,MA-01,"Neal, Richard",(D),213423,114339,333678,64.0,34.3,213130,112067,332362,64.1,33.7,327762,65.11523605543047,34.884763944569535,325197,65.53873498218003,34.46126501781997,11.84988747003645,13.15137380342071
181,MA-02,"McGovern, Jim",(D),199549,133195,339921,58.7,39.2,200553,124192,333290,60.2,37.3,332744,59.97072824754165,40.02927175245834,324745,61.757070932577875,38.24292906742213,8.068223420434293,8.00686599553189
182,MA-03,"Tsongas, Niki",(D),189461,137869,332925,56.9,41.4,188491,126175,320411,58.8,39.4,327330,57.88073198301409,42.11926801698592,314666,59.90192775832153,40.09807224167848,6.213080246177945,5.916869731004326
183,MA-04,"Kennedy, Joe",(D),211895,152845,370160,57.2,41.3,219573,137933,362027,60.7,38.1,364740,58.09480725996601,41.905192740033996,357506,61.417990187577274,38.58200981242273,7.7291426754336925,6.1309450079562495
184,MA-05,"Clark, Katherine",(D),235984,119934,362013,65.2,33.1,230731,111908,348496,66.2,32.1,355918,66.30291246860232,33.69708753139768,342639,67.33938635123263,32.66061364876736,13.650538839089052,14.339050216592554
185,MA-06,"Moulton, Seth",(D),212003,169966,387259,54.7,43.9,212823,154833,373809,56.9,41.4,381969,55.50267168278054,44.497328317219456,367656,57.88644820157973,42.11355179842026,4.19760068943615,3.538809430770776
186,MA-07,"Capuano, Mike",(D),233382,44275,283031,82.5,15.6,214011,43558,261402,81.9,16.7,277657,84.05406670820472,15.945933291795273,257569,83.08880338860655,16.911196611393454,29.39995587646297,32.090204456194954
187,MA-08,"Lynch, Stephen",(D),213364,150825,369239,57.8,40.8,205644,144128,355472,57.9,40.5,364189,58.586063829495124,41.413936170504876,349772,58.793728485985156,41.206271514014844,5.104880973841574,6.622201577485363
188,MA-09,"Keating, Bill",(D),212701,165212,382989,55.5,43.1,219141,154059,379234,57.8,40.6,377913,56.283059857692116,43.716940142307884,373200,58.71945337620579,41.28054662379421,5.03060586406221,4.319197605682355
189,MD-01,"Harris, Andy",(R),134072,214704,355614,37.7,60.4,134591,208958,350766,38.4,59.6,348776,38.44071839805491,61.559281601945095,343549,39.17665311207426,60.823346887925744,-14.512194400069319,-13.52314385395485
190,MD-02,"Ruppersberger, Dutch",(D),195114,108261,309437,63.1,35.0,185327,114710,306022,60.6,37.5,303375,64.31446229913473,35.68553770086527,300037,61.768048607338436,38.23195139266157,8.079201095194854,12.35060004712497
191,MD-03,"Sarbanes, John",(D),203772,124541,335690,60.7,37.1,196967,124481,327633,60.1,38.0,328313,62.06638177592724,37.93361822407276,321448,61.27491849381549,38.725081506184516,7.586070981671909,10.10251952391748
192,MD-04,"Brown, Anthony",(D),255707,68196,327230,78.1,20.8,247508,69754,320353,77.3,21.8,323903,78.94554851298074,21.054451487019264,317262,78.01375519286898,21.986244807131015,24.324907680725403,26.981686260970974
193,MD-05,"Hoyer, Steny",(D),234908,115052,355303,66.1,32.4,221879,114618,340744,65.1,33.6,349960,67.12424277060235,32.87575722939764,336497,65.93788354725302,34.06211645274698,12.249036035109441,15.16038051859259
194,MD-06,"Delaney, John",(D),178613,138675,323675,55.2,42.8,176020,131361,312668,56.3,42.0,317288,56.29365119386803,43.70634880613197,307381,57.264437294432646,42.73556270556736,3.5755897822890645,4.3297889418582685
195,MD-07,"Cummings, Elijah",(D),256965,75289,337313,76.2,22.3,251740,74017,330338,76.2,22.4,332254,77.33992668259825,22.660073317401746,325757,77.27846216658429,22.721537833415706,23.58961465444071,25.376064430588485
196,MD-08,"Raskin, Jamie",(D),218691,127151,352756,62.0,36.0,215436,121963,343072,62.8,35.6,345842,63.234367138751225,36.765632861248775,337399,63.85199719027027,36.14800280972973,10.163149678126686,11.270504886741463
197,ME-01,"Pingree, Chellie",(D),223103,142993,374522,59.6,38.2,226309,139825,372846,60.7,37.5,366096,60.941119269262714,39.05888073073729,366134,61.81043006112517,38.18956993887484,8.121582548981586,8.977257017252953
198,ME-02,"Poliquin, Bruce",(R),178203,149283,336531,53.0,44.4,195614,155448,358317,54.6,43.4,327486,54.41545592788699,45.58454407211301,351062,55.720641937891315,44.279358062108685,2.0317944257477336,2.451593675877227
199,MI-01,"Bergman, Jack",(R),160199,189406,353694,45.3,53.6,183104,178360,368276,49.7,48.4,349605,45.82285722458203,54.17714277541798,361464,50.65622025983224,49.34377974016776,-3.032627252311343,-6.141005027427731
200,MI-02,"Huizenga, Bill",(R),142080,184755,329985,43.1,56.0,168237,176331,350282,48.0,50.3,326835,43.471476433062556,56.52852356693745,344568,48.82548582572961,51.17451417427039,-4.863361686413974,-8.492385818947206
201,MI-03,"Amash, Justin",(R),153069,177742,334438,45.8,53.1,174381,170654,351117,49.7,48.6,330811,46.27083138106048,53.72916861893952,345035,50.54009013578332,49.45990986421667,-3.1487573763602583,-5.693030870949279
202,MI-04,"Moolenaar, John",(R),146088,171864,321415,45.5,53.5,170685,167074,343947,49.6,48.6,317952,45.94655797101449,54.05344202898551,337759,50.534552743228154,49.46544725677184,-3.1542947689154275,-6.017304280995269
203,MI-05,"Kildee, Dan",(D),205800,129903,338966,60.7,38.3,230768,129429,366156,63.0,35.3,335703,61.30418852378442,38.69581147621559,360197,64.06716324677885,35.93283675322115,10.378315734635265,9.340326271774657
204,MI-06,"Upton, Fred",(R),158950,163309,325500,48.8,50.2,184125,156672,346680,53.1,45.2,322259,49.3236806419681,50.6763193580319,340797,54.027764328911346,45.972235671088654,0.33891681676776386,-2.640181610041658
205,MI-07,"Walberg, Tim",(R),159012,169268,331820,47.9,51.0,177650,165756,349608,50.8,47.4,328280,48.4379188497624,51.5620811502376,343406,51.731769392497505,48.26823060750249,-1.9570781196460771,-3.525943402247364
206,MI-08,"Bishop, Mike",(R),172131,183512,358795,48.0,51.1,195947,174675,376482,52.0,46.4,355643,48.399940389660415,51.60005961033958,370622,52.869770278073084,47.13022972192692,-0.8190772340704982,-3.5639218623493463
207,MI-09,"Levin, Sander",(D),199625,146185,349021,57.2,41.9,214229,147770,368821,58.1,40.1,345810,57.72678638558746,42.27321361441254,361999,59.17944524708631,40.82055475291369,5.490597734942732,5.762924133577698
208,MI-10,"Mitchell, Paul",(R),148429,187653,339318,43.7,55.3,170032,177205,354087,48.0,50.0,336082,44.1645193732482,55.83548062675181,347237,48.96713195886383,51.03286804113617,-4.721715553279751,-7.799342878761564
209,MI-11,"Trott, Dave",(R),178768,199308,380884,46.9,52.3,193613,186390,386552,50.1,48.2,378076,47.283614934563424,52.716385065436576,380003,50.950387233785,49.049612766215006,-2.7384602783585805,-4.680247317446337
210,MI-12,"Dingell, Debbie",(D),217492,107675,328498,66.2,32.8,234529,110055,350474,66.9,31.4,325167,66.88624614428893,33.11375385571107,344584,68.06148863557216,31.93851136442783,14.37264112342858,14.922383892279171
211,MI-13,,(D),249656,41881,293164,85.2,14.3,281005,46980,331253,84.8,14.2,291537,85.63441347067439,14.365586529325608,327985,85.67617421528423,14.323825784715766,31.987326703140653,33.67055121866463
212,MI-14,"Lawrence, Brenda",(D),273270,62794,337491,81.0,18.6,294273,61286,357861,82.2,17.1,336064,81.31486859645781,18.685131403542183,355559,82.76347947879255,17.236520521207453,29.074631966648965,29.351006344448052
213,MN-01,"Walz, Tim",(D),170377,165720,343764,49.6,48.2,176959,162554,348046,50.8,46.7,336097,50.69280594590252,49.30719405409747,339513,52.12142097651636,47.87857902348364,-1.5674265356272201,-1.2710563061072406
214,MN-02,"Lewis, Jason",(R),184802,184576,376586,49.1,49.0,185192,174635,367039,50.5,47.6,369378,50.030591968119374,49.96940803188062,359827,51.466954953352584,48.533045046647416,-2.221892558790998,-1.933270283890387
215,MN-03,"Paulsen, Erik",(R),199093,195802,401332,49.6,48.8,199740,185406,391314,51.0,47.4,394895,50.41669304498664,49.583306955013356,385146,51.860852767521926,48.139147232478074,-1.8279947446216553,-1.5471692070231242
216,MN-04,"McCollum, Betty",(D),231511,131521,370514,62.5,35.5,229802,130366,367119,62.6,35.5,363032,63.77151325502985,36.22848674497014,360168,63.80411363585882,36.19588636414118,10.115266123715237,11.80765100302009
217,MN-05,"Ellison, Keith",(D),274635,89643,373638,73.5,24.0,269829,90035,367392,73.4,24.5,364278,75.39159652792648,24.608403472073526,359864,74.98082608985617,25.019173910143834,21.291978577712584,23.42773427591672
218,MN-06,"Emmer, Tom",(R),151238,205652,364072,41.5,56.5,153766,194584,356012,43.2,54.7,356890,42.37664266300541,57.623357336994594,348350,44.14123726137505,55.85876273862495,-9.547610250768528,-9.587219589004349
219,MN-07,"Peterson, Collin",(D),147750,180334,334777,44.1,53.9,162296,173440,344442,47.1,50.4,328084,45.03419855890564,54.96580144109436,335736,48.340362665904166,51.65963733409584,-5.3484848462394154,-6.929663693104118
220,MN-08,"Nolan, Rick",(D),186761,166977,361237,51.7,46.2,195770,164390,369006,53.1,44.5,353738,52.79641994922796,47.20358005077204,360160,54.35639715681919,45.64360284318081,0.66754964467561,0.8325576972181992
221,MO-01,"Clay, Lacy",(D),280194,66286,350829,79.9,18.9,309062,71725,384801,80.3,18.6,346480,80.86873701223736,19.131262987762643,380787,81.16401032598277,18.835989674017235,27.47516281383919,28.9048747602276
222,MO-02,"Wagner, Ann",(R),170727,235428,411992,41.4,57.1,199128,225911,429449,46.4,52.6,406155,42.03493740074602,57.96506259925398,425039,46.849347942188835,53.150652057811165,-6.8394995699547465,-9.928924851263744
223,MO-03,"Luetkemeyer, Blaine",(R),127443,219156,353496,36.1,62.0,158404,206620,370056,42.8,55.8,346599,36.76958098551929,63.23041901448071,365024,43.39550276146226,56.604497238537746,-10.293344750681321,-15.19428126649047
224,MO-04,"Hartzler, Vicki",(R),119908,201672,329292,36.4,61.2,146703,197817,350083,41.9,56.5,321580,37.287144722930535,62.712855277069465,344520,42.58185301288749,57.41814698711251,-11.10699449925609,-14.676717529079227
225,MO-05,"Cleaver, Emanuel",(D),199298,133185,338346,58.9,39.4,229496,136071,370231,62.0,36.8,332483,59.94231284005498,40.05768715994502,365567,62.77809539701341,37.22190460298659,9.089247884869827,7.97845058804522
226,MO-06,"Graves, Sam",(R),129610,205283,341953,37.9,60.0,154736,198560,359371,43.1,55.3,334893,38.70191374558441,61.29808625441559,353296,43.79783524296907,56.202164757030936,-9.89101226917451,-13.261948506425348
227,MO-07,"Long, Billy",(R),98916,220216,325978,30.3,67.6,121064,216172,342504,35.3,63.1,319132,30.995324818570374,69.00467518142963,337236,35.898895728807126,64.10110427119288,-17.789951783336456,-20.968537433439387
228,MO-08,"Smith, Jason",(R),97700,201214,305437,32.0,65.9,123319,192937,321648,38.3,60.0,298914,32.684986317134694,67.31501368286531,316256,38.99341040169989,61.00658959830011,-14.695437110443692,-19.278875934875067
229,MS-01,"Kelly, Trent",(R),118438,197984,319986,37.0,61.9,118704,202760,324760,36.6,62.4,316422,37.430393588309286,62.569606411690714,321464,36.92606326058283,63.07393673941717,-16.762784251560753,-14.533468663700475
230,MS-02,"Thompson, Bennie",(D),219416,109228,330543,66.4,33.0,215143,118035,335114,64.2,35.2,328644,66.76403646498947,33.23596353501053,333178,64.57299101381244,35.427008986187566,10.88414350166886,14.800174212979712
231,MS-03,"Harper, Gregg",(R),132968,204180,340146,39.1,60.0,131202,207867,341622,38.4,60.8,337148,39.43905940417858,60.56094059582142,339069,38.69477893880007,61.30522106119993,-14.994068573343512,-12.524802847831182
232,MS-04,"Palazzo, Steven",(R),92127,199354,294909,31.2,67.6,89613,195935,288369,31.1,67.9,291481,31.60651980746601,68.393480192534,285548,31.38281479821256,68.61718520178745,-22.30603271393102,-20.35734244454375
233,MT-AL,"Gianforte, Greg",(R),201839,267928,483932,41.7,55.4,232159,243882,491767,47.2,49.6,469767,42.96576813611854,57.03423186388146,476041,48.76869849445741,51.23130150554259,-4.920149017686171,-8.99809411589122
234,NC-01,"Butterfield, G.K.",(D),244167,111993,358529,68.1,31.2,231077,110445,342771,67.4,32.2,356160,68.55542452830188,31.444575471698112,341522,67.66094131563999,32.33905868436001,13.972093803496406,16.591562276292123
235,NC-02,"Holding, George",(R),158037,205651,367350,43.0,56.0,152326,184727,339148,44.9,54.5,363688,43.454004531356546,56.545995468643454,337053,45.193485890942966,54.806514109057034,-8.495361621200615,-8.509857720653216
236,NC-03,"Jones, Walter",(R),129535,186723,319093,40.6,58.5,131905,176453,309920,42.6,56.9,316258,40.95864768638264,59.04135231361737,308358,42.7765778737701,57.223422126229906,-10.91226963837348,-11.00521456562712
237,NC-04,"Price, David",(D),253331,134265,392923,64.5,34.2,239012,120780,362150,66.0,33.4,387596,65.35954963415516,34.64045036584485,359792,66.43060434917952,33.569395650820475,12.741756837035936,13.395687382145397
238,NC-05,"Foxx, Virginia",(R),146282,195415,345768,42.3,56.5,151995,184844,339462,44.8,54.5,341697,42.81044317041121,57.18955682958878,336839,45.12393161124454,54.87606838875546,-8.564915900899045,-9.15341908159855
239,NC-06,"Walker, Mark",(R),149442,193609,346117,43.2,55.9,149396,177614,329330,45.4,53.9,343051,43.56261896919117,56.43738103080883,327010,45.685453044249414,54.314546955750586,-8.003394467894168,-8.40124328281859
240,NC-07,"Rouzer, David",(R),145865,188514,337348,43.2,55.9,144777,177102,323557,44.7,54.7,334379,43.622655728978195,56.3773442710218,321879,44.978703177280906,55.0212968227191,-8.710144334862676,-8.341206523031566
241,NC-08,"Hudson, Richard",(R),141264,174101,318307,44.4,54.7,141129,167955,310845,45.4,54.0,315365,44.793810346741076,55.20618965325892,309084,45.660402997243466,54.339597002756534,-8.028444514900116,-7.170051905268686
242,NC-09,"Pittenger, Robert",(R),146474,185251,334522,43.8,55.4,142113,169781,313481,45.3,54.2,331725,44.15524907679554,55.844750923204465,311894,45.56451871469153,54.43548128530848,-8.124328797452051,-7.808613175214219
243,NC-10,"McHenry, Patrick",(R),137613,199068,340408,40.4,58.5,138138,190381,330688,41.8,57.6,336681,40.87340835984211,59.1265916401579,328519,42.04870951147422,57.95129048852578,-11.64013800066936,-11.090453892167652
244,NC-11,"Meadows, Mark",(R),132399,202151,339041,39.1,59.6,140918,193562,337287,41.8,57.4,334550,39.5752503362726,60.4247496637274,334480,42.13047117914375,57.86952882085625,-11.558376332999835,-12.388611915737158
245,NC-12,"Adams, Alma",(D),231080,106731,340787,67.8,31.3,206698,94989,303082,68.2,31.3,337811,68.40511410226429,31.594885897735715,301687,68.51405595865914,31.485944041340858,14.82520844651556,16.44125185025453
246,NC-13,"Budd, Ted",(R),162903,186922,353107,46.1,52.9,164582,175774,342427,48.1,51.3,349825,46.56699778460659,53.43300221539341,340356,48.35583918015255,51.64416081984745,-5.3330083319910315,-5.396864467403169
247,ND-AL,"Cramer, Kevin",(R),124827,188163,320767,38.9,58.7,141403,168887,316615,44.7,53.3,312990,39.88210485958018,60.11789514041982,310290,45.57123980792162,54.42876019207837,-8.11760770422196,-12.08175739242958
248,NE-01,"Fortenberry, Jeff",(R),107994,152122,264718,40.8,57.5,117514,144470,267008,44.0,54.1,260116,41.517630595580435,58.482369404419565,261984,44.855411017466714,55.144588982533286,-8.833436494676867,-10.446231656429326
249,NE-02,"Bacon, Don",(R),121971,140880,266720,45.7,52.8,133016,129890,267039,49.8,48.6,262851,46.40309528972688,53.59690471027312,262906,50.594509064076135,49.405490935923865,-3.0943384480674467,-5.560766962282884
250,NE-03,"Smith, Adrian",(R),72116,182062,259224,27.8,70.2,82789,178619,266981,31.0,66.9,254178,28.372243073751463,71.62775692624854,261408,31.67041559554413,68.32958440445587,-22.01843191659945,-23.5916191782583
251,NH-01,"Shea-Porter, Carol",(D),179148,173419,356812,50.2,48.6,186598,163977,353603,52.8,46.4,352567,50.81246968661276,49.18753031338724,350575,53.226271126007276,46.773728873992724,-0.4625763861363055,-1.1513925653970034
252,NH-02,"Kuster, Annie",(D),190413,156499,351587,54.2,44.5,198228,152557,354008,56.0,43.1,346912,54.887983119638406,45.11201688036159,350785,56.50982795729578,43.49017204270422,2.8209804451521947,2.9241208676286448
253,NJ-01,"Norcross, Donald",(D),212236,110377,326134,65.1,33.8,219874,116242,340075,64.7,34.2,322613,65.78656160787074,34.21343839212927,336116,65.4161063442383,34.5838936557617,11.72725883209472,13.822699355860976
254,NJ-02,"LoBiondo, Frank",(R),166906,141479,311778,53.5,45.4,174840,149736,328805,53.2,45.5,308385,54.122606482157046,45.877393517842954,324576,53.867199053534456,46.132800946465544,0.1783515413908745,2.158744230147285
255,NJ-03,"MacArthur, Tom",(R),179028,163203,345812,51.8,47.2,188210,175525,367978,51.1,47.7,342231,52.31203485365148,47.68796514634852,363735,51.74371451743715,48.25628548256285,-1.9451329947064337,0.34817260164172126
256,NJ-04,"Smith, Chris",(R),148622,180439,332612,44.7,54.2,160660,190307,355041,45.3,53.6,329061,45.16548603450424,54.83451396549576,350967,45.77638353463431,54.22361646536569,-7.912463977509269,-6.7983762175055205
257,NJ-05,"Gottheimer, Josh",(D),162305,172486,338580,47.9,50.9,176486,183854,363746,48.5,50.5,334791,48.47949915021611,51.52050084978389,360340,48.977632236221346,51.022367763778654,-4.711215275922235,-3.4843631017936545
